Datetime,Open,High,Low,Close
2024-01-29 09:30:00,185.6300048828125,186.8800048828125,183.6699981689453,185.27999877929688
2024-01-29 10:30:00,185.2700042724609,190.8999938964844,185.00999450683597,189.8650054931641
2024-01-29 11:30:00,189.88999938964844,190.58999633789065,187.6199951171875,187.67999267578125
2024-01-29 12:30:00,187.66229248046875,188.97000122070312,187.1999969482422,187.4243011474609
2024-01-29 13:30:00,187.44000244140625,189.48910522460935,187.38999938964844,189.0323028564453
2024-01-29 14:30:00,189.0399932861328,191.22999572753903,188.2899932861328,191.1999969482422
2024-01-29 15:30:00,191.17999267578125,191.47999572753903,189.91009521484372,190.970703125
2024-01-30 09:30:00,195.3300018310547,195.50999450683597,192.19000244140625,194.79879760742188
2024-01-30 10:30:00,194.80999755859372,196.3592987060547,192.6199951171875,193.27110290527344
2024-01-30 11:30:00,193.27999877929688,194.3999938964844,191.3800048828125,191.64019775390625
2024-01-30 12:30:00,191.6199951171875,192.22999572753903,190.6100006103516,192.0850067138672
2024-01-30 13:30:00,192.1000061035156,192.3999938964844,191.13999938964844,191.8531951904297
2024-01-30 14:30:00,191.8634033203125,192.33999633789065,191.44000244140625,191.97999572753903
2024-01-30 15:30:00,191.9900054931641,192.27999877929688,191.5800018310547,191.58999633789065
2024-01-31 09:30:00,186.9949951171875,190.3699951171875,185.8459014892578,188.72970581054688
2024-01-31 10:30:00,188.7100067138672,191.3500061035156,188.59280395507807,190.52999877929688
2024-01-31 11:30:00,190.52999877929688,191.02999877929688,189.5399932861328,190.83270263671875
2024-01-31 12:30:00,190.8300018310547,191.8500061035156,190.3800048828125,191.32850646972656
2024-01-31 13:30:00,191.3199005126953,192.2400054931641,189.47000122070312,189.625
2024-01-31 14:30:00,189.6199951171875,193.97000122070312,188.50999450683597,189.20989990234372
2024-01-31 15:30:00,189.1999969482422,189.3424072265625,187.1300048828125,187.22000122070312
2024-02-01 09:30:00,188.5,189.8800048828125,186.88999938964844,187.5850067138672
2024-02-01 10:30:00,187.59210205078125,187.94000244140625,184.27999877929688,185.0901031494141
2024-02-01 11:30:00,185.1000061035156,187.1499938964844,184.8999938964844,186.7198944091797
2024-02-01 12:30:00,186.69000244140625,188.02999877929688,186.02999877929688,187.19200134277344
2024-02-01 13:30:00,187.1985015869141,188.22000122070312,186.8999938964844,187.59849548339844
2024-02-01 14:30:00,187.58999633789065,188.97000122070312,187.1199951171875,188.30999755859372
2024-02-01 15:30:00,188.30999755859372,189.0200042724609,188.1253967285156,188.8000030517578
2024-02-02 09:30:00,185.0,186.82969665527344,182.32000732421875,183.6999969482422
2024-02-02 10:30:00,183.6999969482422,184.08999633789065,182.41000366210935,183.41000366210935
2024-02-02 11:30:00,183.4199981689453,183.9698944091797,182.52999877929688,183.05999755859372
2024-02-02 12:30:00,183.0800018310547,185.3800048828125,182.0,185.2700042724609
2024-02-02 13:30:00,185.2899932861328,188.69000244140625,184.75999450683597,187.8511962890625
2024-02-02 14:30:00,187.86810302734372,188.3699951171875,187.19000244140625,188.25999450683597
2024-02-02 15:30:00,188.25999450683597,188.3699951171875,187.7100067138672,187.8300018310547
2024-02-05 09:30:00,184.25,184.30999755859372,178.72999572753906,178.92520141601562
2024-02-05 10:30:00,178.92999267578125,178.9600067138672,175.00999450683594,177.38999938964844
2024-02-05 11:30:00,177.3800048828125,180.3600006103516,177.36000061035156,180.3571014404297
2024-02-05 12:30:00,180.3500061035156,182.5800018310547,178.27999877929688,181.35499572753903
2024-02-05 13:30:00,181.3583984375,182.2400054931641,180.8000030517578,181.96029663085935
2024-02-05 14:30:00,181.97000122070312,182.3300018310547,179.27999877929688,180.50010681152344
2024-02-05 15:30:00,180.51499938964844,181.3000030517578,180.1499938964844,181.02999877929688
2024-02-06 09:30:00,177.2100067138672,186.4900054931641,177.11000061035156,182.86990356445312
2024-02-06 10:30:00,182.85989379882807,185.5,182.63999938964844,183.27999877929688
2024-02-06 11:30:00,183.2700042724609,183.72000122070312,181.22000122070312,183.0249938964844
2024-02-06 12:30:00,183.02999877929688,183.38999938964844,182.3300018310547,182.73989868164065
2024-02-06 13:30:00,182.75,183.6000061035156,182.3699951171875,183.0800018310547
2024-02-06 14:30:00,183.1020050048828,185.7700042724609,182.97999572753903,184.45399475097656
2024-02-06 15:30:00,184.4501037597656,185.1100006103516,183.8600006103516,185.1000061035156
2024-02-07 09:30:00,188.17999267578125,189.22000122070312,182.67999267578125,186.19000244140625
2024-02-07 10:30:00,186.22000122070312,187.5399932861328,185.58999633789065,187.1595001220703
2024-02-07 11:30:00,187.1699981689453,187.47999572753903,186.35020446777344,186.94500732421875
2024-02-07 12:30:00,186.95860290527344,189.4499969482422,186.47000122070312,189.1999969482422
2024-02-07 13:30:00,189.2100067138672,189.7899932861328,187.75,188.77999877929688
2024-02-07 14:30:00,188.79820251464844,189.05999755859372,187.8999938964844,188.67999267578125
2024-02-07 15:30:00,188.6999969482422,188.8300018310547,187.3999938964844,187.6699066162109
2024-02-08 09:30:00,189.0,189.22999572753903,185.5800018310547,188.15989685058597
2024-02-08 10:30:00,188.16000366210935,191.27999877929688,188.07000732421875,190.7899932861328
2024-02-08 11:30:00,190.8000030517578,191.6170959472656,190.1100006103516,190.66000366210935
2024-02-08 12:30:00,190.6450042724609,190.6649932861328,188.5200042724609,188.90989685058597
2024-02-08 13:30:00,188.91000366210935,190.19000244140625,188.67999267578125,189.6100006103516
2024-02-08 14:30:00,189.5912933349609,190.2100067138672,188.75999450683597,190.0050048828125
2024-02-08 15:30:00,190.00999450683597,190.0500946044922,189.1100006103516,189.47999572753903
2024-02-09 09:30:00,190.17999267578125,194.1199951171875,189.47999572753903,193.55999755859372
2024-02-09 10:30:00,193.5800018310547,193.73989868164065,190.7700042724609,191.07699584960935
2024-02-09 11:30:00,191.07000732421875,192.3000030517578,190.50999450683597,192.1199951171875
2024-02-09 12:30:00,192.125,193.1999969482422,191.3500061035156,193.13299560546875
2024-02-09 13:30:00,193.1300048828125,193.25,192.4499969482422,192.9185028076172
2024-02-09 14:30:00,192.9199981689453,193.3000030517578,192.1802978515625,192.75
2024-02-09 15:30:00,192.7400054931641,193.7100067138672,192.2899932861328,193.57000732421875
2024-02-12 09:30:00,192.1100006103516,194.72999572753903,191.42999267578125,192.56500244140625
2024-02-12 10:30:00,192.5500946044922,193.33999633789065,190.3800048828125,191.3101043701172
2024-02-12 11:30:00,191.3300018310547,191.97000122070312,187.6999969482422,188.32220458984372
2024-02-12 12:30:00,188.30999755859372,190.1499938964844,188.17999267578125,188.7899932861328
2024-02-12 13:30:00,188.7899932861328,189.1000061035156,187.27999877929688,188.5379943847656
2024-02-12 14:30:00,188.55679321289065,189.02999877929688,187.67349243164065,188.5200042724609
2024-02-12 15:30:00,188.50230407714844,188.77999877929688,187.75,187.97999572753903
2024-02-13 09:30:00,183.9900054931641,187.25999450683597,183.25,184.8600006103516
2024-02-13 10:30:00,184.8650054931641,185.72000122070312,183.6699981689453,184.5
2024-02-13 11:30:00,184.50999450683597,185.33999633789065,183.07000732421875,183.1902008056641
2024-02-13 12:30:00,183.19000244140625,184.6499938964844,183.0800018310547,184.3699951171875
2024-02-13 13:30:00,184.3500061035156,184.5,182.50999450683597,182.9499053955078
2024-02-13 14:30:00,182.94000244140625,183.47000122070312,182.10870361328125,182.44000244140625
2024-02-13 15:30:00,182.43679809570312,184.1100006103516,182.4010009765625,184.00999450683597
2024-02-14 09:30:00,185.3000030517578,187.05999755859372,183.3500061035156,186.0800018310547
2024-02-14 10:30:00,186.0850067138672,186.47999572753903,183.91000366210935,185.2100982666016
2024-02-14 11:30:00,185.22000122070312,186.17999267578125,184.91000366210935,186.05999755859372
2024-02-14 12:30:00,186.076904296875,186.7400054931641,185.42999267578125,186.19940185546875
2024-02-14 13:30:00,186.2100067138672,187.47000122070312,185.92999267578125,187.16000366210935
